,ESZ09 Index,,ESH10 Index,,ESM10 Index,,ESU10 Index,,ESZ10 Index,,ESH11 Index,,ESM11 Index,,ESU11 Index,,ESZ11 Index,,ESH12 Index,,ESM12 Index,,ESU12 Index,,ESZ12 Index,,ESH13 Index,,ESM13 Index,,ESU13 Index,,ESZ13 Index,,ESH14 Index,,ESM14 Index,,ESU14 Index,,ESZ14 Index,,ESH15 Index,,ESM15 Index,,ESU15 Index,,ESZ15 Index,,ESH16 Index,,ESM16 Index,,ESU16 Index,,ESZ16 Index,,ESH17 Index,,ESM17 Index,,ESU17 Index,,ESZ17 Index,,ESH18 Index,,ESM18 Index,,ESU18 Index,,ESZ18 Index,,ESH9 Index,,ESM9 Index,,ESU9 Index,,ESZ9 Index,
,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price,Bid Price,Ask Price
Dates,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK,PX_BID,PX_ASK
2/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2083.5,2083.75,2068.5,2076.5,2050,2071,1802,2105,1820.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2053.25,2054,2038.5,2047,2026,2081.5,1802,2047,1820.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2087.75,2089.25,2080.5,2082.25,2038,2080.5,1802,2100,1801,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2080.75,2081,2072,2074.75,2061.25,2087,1802,2100,2035.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2060,2060.25,2051,2055.25,2040,2070,1802,2100,1801,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2045,2045.75,2032,2038,2015,2065,1950,2035,1801,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2050.5,2050.75,2040.5,2044.25,2015.5,2044,1950,2050,1990,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2006.25,2009.25,1997.75,2000.75,1988,2022.75,1950,2020,1900,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2020,2021.75,2011.5,2012.25,1973,2011.5,1950,2013.25,1987.75,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2045.5,2047,2036.75,2037.75,2021.5,2043,2019,2025,1987.75,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2068,2070.25,2059.75,2060,2040,2061.25,2020,2054,1995.5,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,2023,2023.5,2013.25,2020.25,1995,2060,1995.5,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
18/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,1994.75,1995.5,1960,1999.5,1950,2050,1968,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,2018,2018.25,2000.25,2014,1987.5,2050,1900,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
22/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,2033.75,2034,2027,2033.75,1992,2050,1900,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,2052.5,2053.75,2045.25,2048.25,1992,2045,1900,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,2050.25,2051.25,2035,2054,1992,2050,1900,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,2050.25,2051.25,2035,2054,1992,2050,1900,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,2049.75,2050.5,2042.25,2044.5,1992,2040,1900,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
29/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,2073.25,2074,2050,2068.5,1992,2070,1801,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
30/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,2056,2056.75,2046.25,2058,2040,2070,1801,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
31/12/2015,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,2035.75,2036,2023.5,2030,1901,2024.5,1990,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/01/2016,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,2035.75,2036,2023.5,2030,1901,2024.5,1990,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/01/2016,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,2009.25,2009.75,1994.75,2007.5,1960,2150,1900,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/01/2016,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,2010,2010.5,2000.5,2005.75,1970,2004,1970,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/01/2016,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,1986.5,1987,1974.5,1987,1961,1975,1950.5,1995.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/01/2016,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,1934,1935,1913,1929.5,1906,1940,1801,1955.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/01/2016,1097,1108,1166,1179.5,1116,1116,1128,1128,1243.25,1243.25,1272.25,1272.25,1269.5,1269.5,1210,1210,1217,1219,1401.5,1401.5,1332.25,1332.25,1460.75,1460.75,1445.5,1445.5,1560.75,1561.5,1590,1592.5,1723.75,1724.5,1808.25,1809,1871.75,1874.5,1957.75,1959.75,2013.5,2014.25,2066.75,2067.5,2086.75,2091,2120.25,2124.5,1988,1990,2032,2036.5,1912.5,1914,1902,1906,1890,1960,1850,1975.75,1235.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
